
language,filename,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=212.74 s (90.1 files/s, 27775.8 lines/s)"
Javascript,./o3d/samples/beachdemo/beachdemo.js,292,549,1931
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r200/r200_state.c,345,272,1928
C,./third_party/sqlite/src/src/vdbeaux.c,190,892,1898
C/C++ Header,./third_party/wtl/include/atlcrack.h,237,242,1898
C,./third_party/mesa/MesaLib/src/mesa/drivers/windows/gldirect/dglwgl.c,468,616,1880
C++,./net/socket/ssl_client_socket_nss.cc,285,352,1880
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/intel/intel_decode.c,173,24,1863
C++,./chrome/common/extensions/extension.cc,315,219,1857
C++,./chrome/browser/ui/views/frame/browser_view.cc,365,360,1848
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r300/r300_state.c,367,217,1832
C,./third_party/libxml/src/pattern.c,163,624,1826
Perl,./third_party/lcov/bin/lcov,334,546,1819
C,./third_party/mesa/MesaLib/src/gallium/auxiliary/rtasm/rtasm_x86sse.c,311,92,1817
C,./third_party/mesa/MesaLib/src/glsl/glcpp/glcpp-lex.c,421,456,1814
C++,./net/base/net_util_unittest.cc,152,200,1810
Python,./third_party/pyftpdlib/build/lib/pyftpdlib/ftpserver.py,414,907,1806
Python,./third_party/pyftpdlib/pyftpdlib/ftpserver.py,414,907,1804
C,./third_party/mesa/MesaLib/src/gallium/state_trackers/vega/path.c,185,52,1797
C,./third_party/libxml/src/xinclude.c,170,639,1782
C,./third_party/libxml/src/xmlsave.c,172,599,1778
HTML,./o3d/samples/o3d-webgl-samples/pool.html,378,36,1773
Objective C++,./chrome/browser/renderer_host/render_widget_host_view_mac.mm,380,620,1754
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/tdfx/tdfx_texstate.c,133,337,1748
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/radeon/radeon_state.c,326,228,1740
C++,./chrome/browser/chromeos/cros/network_library.cc,205,148,1737
C,./third_party/mesa/MesaLib/src/glx/glxcmds.c,404,439,1731
HTML,./chrome/test/data/dromaeo/tests/sunspider-regexp-dna.html,12,0,1728
HTML,./chrome/test/data/sunspider/regexp-dna.html,19,22,1721
C,./third_party/mesa/MesaLib/src/mesa/main/fbobject.c,298,328,1716
C,./third_party/mesa/MesaLib/src/gallium/drivers/svga/svgadump/svga_dump.c,55,30,1699
C++,./third_party/mesa/MesaLib/src/glu/sgi/libnurbs/nurbtess/sampleMonoPoly.cc,341,387,1699
C/C++ Header,./third_party/mesa/MesaLib/src/gallium/drivers/nv50/nv50_reg.h,38,42,1694
C,./third_party/libxml/src/uri.c,192,749,1692
C++,./third_party/mesa/MesaLib/src/glsl/ast_to_hir.cpp,428,651,1691
C,./third_party/expat/files/lib/xmltok_impl.c,55,42,1689
C++,./chrome/browser/sync/engine/syncapi.cc,351,285,1688
C++,./chrome/browser/autofill/form_structure_unittest.cc,93,180,1686
Javascript,./o3d/samples/o3djs/math.js,247,1248,1673
C++,./chrome/browser/autocomplete/autocomplete_edit_view_win.cc,340,576,1665
C/C++ Header,./third_party/webdriver/atoms.h,21,14,1663
C,./third_party/mesa/MesaLib/src/mesa/drivers/x11/xm_api.c,300,513,1658
C/C++ Header,./third_party/mesa/MesaLib/src/gallium/drivers/nvfx/nv30-40_3d.xml.h,305,65,1652
C,./third_party/libxslt/libxslt/preproc.c,174,526,1650
XML,./third_party/mesa/MesaLib/src/mapi/glapi/gen-es/es_COMPAT.xml,420,578,1648
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/savage/savagetex.c,239,254,1633
C/C++ Header,./third_party/sqlite/src/src/sqliteInt.h,195,1185,1633
C/C++ Header,./third_party/wtl/include/atlscrl.h,284,95,1633
Objective C++,./chrome/browser/ui/cocoa/bookmarks/bookmark_bar_controller.mm,290,581,1624
HTML,./chrome/browser/resources/filebrowse.html,174,0,1624
Objective C++,./chrome/browser/ui/cocoa/bookmarks/bookmark_bar_controller_unittest.mm,300,245,1623
HTML,./chrome/common/extensions/docs/browserAction.html,197,121,1620
C,./third_party/libxml/src/xmlunicode.c,208,1351,1620
Python,./third_party/protobuf/python/google/protobuf/internal/reflection_test.py,321,336,1618
C,./third_party/mesa/MesaLib/src/mesa/program/prog_execute.c,108,157,1614
C/C++ Header,./third_party/mesa/MesaLib/include/GL/gl.h,457,181,1609
C/C++ Header,./gpu/command_buffer/service/gles2_cmd_decoder_unittest_1_autogen.h,177,38,1597
C++,./chrome/browser/ui/gtk/browser_window_gtk.cc,309,351,1593
C,./third_party/mesa/MesaLib/src/gallium/auxiliary/gallivm/lp_bld_tgsi_soa.c,323,214,1593
C++,./net/base/net_util.cc,223,282,1592
C++,./net/base/cookie_monster_unittest.cc,316,270,1591
C++,./net/disk_cache/backend_impl.cc,386,170,1588
C,./net/third_party/nss/ssl/sslsnce.c,295,285,1587
C,./third_party/mesa/MesaLib/src/gallium/drivers/i965/intel_decode.c,148,56,1587
C++,./third_party/tcmalloc/vendor/src/heap-checker.cc,197,615,1578
C++,./third_party/tcmalloc/chromium/src/heap-checker.cc,197,615,1578
Javascript,./chrome/test/data/v8_benchmark/regexp.js,4,34,1576
C,./third_party/mesa/MesaLib/src/gallium/drivers/i965/brw_wm_glsl.c,260,198,1574
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r600/evergreen_blit.c,116,101,1572
C++,./chrome/browser/autocomplete/autocomplete_edit_view_gtk.cc,330,375,1568
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r300/radeon_screen.c,219,98,1566
C,./third_party/libxml/src/nanoftp.c,177,368,1566
C/C++ Header,./third_party/npapi/npspy/extern/java/jni.h,174,73,1563
HTML,./third_party/mesa/MesaLib/docs/versions.html,94,0,1562
Bourne Shell,./third_party/libxml/src/config.sub,34,112,1559
Tcl/Tk,./third_party/sqlite/src/www/capi3ref.tcl,240,88,1554
C/C++ Header,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r600/sq_micro_reg.h,334,120,1554
Bourne Shell,./third_party/talloc/libreplace/config.sub,33,110,1543
Bourne Shell,./third_party/mesa/MesaLib/bin/config.sub,33,110,1542
C,./third_party/mesa/MesaLib/src/gallium/state_trackers/vega/api_params.c,101,33,1540
C++,./net/disk_cache/backend_unittest.cc,362,153,1534
C,./third_party/mesa/MesaLib/src/egl/drivers/dri2/egl_dri2.c,296,87,1530
HTML,./chrome/test/data/dromaeo/tests/v8-crypto.html,175,0,1530
C,./third_party/mesa/MesaLib/src/gallium/auxiliary/draw/draw_vs_aos.c,508,230,1529
C,./third_party/mesa/MesaLib/src/mesa/main/api_loopback.c,259,51,1528
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/mach64/mach64_tris.c,274,126,1527
Objective C++,./chrome/browser/ui/cocoa/options/preferences_window_controller.mm,240,407,1525
C++,./net/disk_cache/entry_unittest.cc,344,149,1522
C++,./third_party/mesa/MesaLib/src/mesa/drivers/dri/i965/brw_fs.cpp,275,138,1516
Bourne Shell,./third_party/libevent/config.sub,33,110,1515
C,./third_party/sqlite/src/src/main.c,160,614,1514
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r600/evergreen_state.c,274,100,1514
C/C++ Header,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r200/r200_reg.h,20,67,1510
C,./third_party/mesa/MesaLib/src/gallium/auxiliary/gallivm/lp_bld_sample_soa.c,296,420,1508
Bourne Shell,./third_party/sqlite/src/config.sub,33,109,1502
C,./third_party/codesighs/msmap2tsv.c,255,482,1500
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r600/r700_state.c,252,131,1499
C++,./third_party/mesa/MesaLib/src/glu/sgi/libnurbs/interface/insurfeval.cc,287,280,1497
C,./third_party/mesa/MesaLib/src/mesa/drivers/windows/gldirect/dglcontext.c,302,414,1496
C++,./o3d/core/cross/gles2/renderer_gles2.cc,151,158,1486
Bourne Shell,./third_party/libxslt/config.sub,33,109,1484
Bourne Shell,./third_party/tcmalloc/vendor/config.sub,33,109,1484
C++,./chrome/browser/ui/gtk/tabs/tab_strip_gtk.cc,306,273,1484
C++,./chrome/common/render_messages_params.cc,155,19,1478
C,./third_party/mesa/MesaLib/src/mesa/main/renderbuffer.c,257,275,1476
C,./third_party/libxslt/libxslt/xsltutils.c,200,611,1470
C++,./chrome/browser/sync/syncable/syncable_unittest.cc,193,88,1469
m4,./third_party/mesa/MesaLib/configure.ac,139,89,1465
C,./third_party/mesa/MesaLib/src/gallium/drivers/softpipe/sp_tex_sample.c,283,241,1464
C,./third_party/mesa/MesaLib/src/mesa/main/mipmap.c,148,191,1463
HTML,./chrome/browser/resources/bookmark_manager/main.html,248,9,1462
C,./third_party/mesa/MesaLib/src/mesa/main/bufferobj.c,320,367,1455
Javascript,./o3d/samples/o3djs/plugin_math.js,174,908,1454
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r600/r600_blit.c,157,62,1452
C/C++ Header,./third_party/mesa/MesaLib/src/mesa/drivers/dri/i965/brw_structs.h,226,44,1449
C++,./chrome/browser/history/history_backend.cc,316,429,1448
C/C++ Header,./third_party/mesa/MesaLib/src/mesa/x86/assyntax.h,123,177,1447
C++,./chrome/browser/extensions/extension_service.cc,295,253,1446
Javascript,./o3d/samples/third_party/lightbox/prototype.js,289,50,1446
C++,./chrome/renderer/webplugin_delegate_pepper.cc,209,119,1441
Perl,./third_party/lcov/bin/geninfo,278,463,1437
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/i965/brw_vs_emit.c,249,323,1437
C++,./third_party/harfbuzz/src/harfbuzz-indic.cpp,268,174,1431
C,./net/third_party/nss/ssl/bodge/loader.c,204,72,1423
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/tdfx/tdfx_tex.c,229,216,1423
C++,./chrome/browser/sync/syncable/directory_backing_store_unittest.cc,107,38,1416
C,./third_party/expat/files/lib/xmltok.c,162,75,1414
C++,./chrome/browser/renderer_host/resource_dispatcher_host.cc,257,283,1406
C,./third_party/mesa/MesaLib/src/mesa/state_tracker/st_cb_texture.c,274,333,1406
C++,./net/http/http_cache_transaction.cc,282,230,1405
HTML,./chrome/common/extensions/docs/pageAction.html,170,111,1404
C++,./chrome/browser/automation/automation_provider_observers.cc,176,61,1404
C,./third_party/mesa/MesaLib/src/glx/indirect_vertex_array.c,365,221,1400
C,./third_party/libxslt/libxslt/extensions.c,274,687,1400
C,./third_party/libpng/pngpread.c,278,98,1398
Javascript,./o3d/documentation/externs/externs.js,93,369,1397
C++,./gpu/command_buffer/client/gles2_implementation.cc,137,129,1397
yacc,./third_party/mesa/MesaLib/src/glsl/glcpp/glcpp-parse.y,285,189,1392
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/i965/brw_wm_emit.c,273,269,1390
C,./third_party/mesa/MesaLib/src/gallium/drivers/cell/spu/spu_exec.c,334,148,1388
C,./third_party/mesa/MesaLib/src/mesa/drivers/dri/r600/r700_chip.c,214,49,1385
C,./third_party/mesa/MesaLib/src/gallium/drivers/r300/r300_state.c,284,237,1381
C++,./views/controls/menu/menu_controller.cc,258,208,1379
C,./third_party/libxslt/libxslt/variables.c,214,719,1379
C++,./net/http/http_response_headers_unittest.cc,145,141,1375
