CVE, Rietveld Ids, Google Code Issue Ids, Open to public?
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2844,"","",-1
CVE-2012-2862,212 447 601,137957 137721 136643,true
CVE-2012-2863,214 446 223 431,137361 136968,true
CVE-2012-2865,"",121347,true
CVE-2012-2866,"",134897,true
CVE-2012-2867,10836084 10832170 10829349,135485,true
CVE-2012-2868,"",136881,true
CVE-2012-2869,10797037 10883038,137778,true
CVE-2012-2870,10823168 10880053 10830177 10882041,140368 138672,true
CVE-2012-2871,10824157 10876070,138673,true
CVE-2012-2872,10827364 10878063 10869053,142956,true
CVE-2012-2874,10548003 10533109 10543126 10536133,132398,true
CVE-2012-2875,1624 1819 269 1802 254 1622 1820 261,146462 145163 145121 145079 144579 137928 137880 137635 137606 137556 137547 137302 137288 137106 135488 134955,true
CVE-2012-2876,10823186,135432,true
CVE-2012-2877,10828423 10928004,137707,true
CVE-2012-2878,9414039 9566039,137852,true
CVE-2012-2879,"",139168,true
CVE-2012-2880,10855141 10917093,139462,true
CVE-2012-2881,10828423 10928004 9701111,139814,true
CVE-2012-2882,10829204,140647,true
CVE-2012-2883,"",140803,true
CVE-2012-2884,9659,141651,true
CVE-2012-2885,10827298 10832407 10913093,142310,true
CVE-2012-2886,"",143437,true
CVE-2012-2887,"",143609,true
CVE-2012-2888,"",143656,true
CVE-2012-2889,"",143439,true
CVE-2012-2890,2001 253 256 248,147402 144072 143798,true
CVE-2012-2891,10870003 10873097,144051,true
CVE-2012-2892,10873090 10928007,144704,true
CVE-2012-2893,10919019 10913080,144799,true
CVE-2012-2894,"",144899,true
CVE-2012-2895,1602 1629 445 1626,146460 145157 145029,true
CVE-2012-2895,"","",-1
CVE-2012-2895,"","",-1
CVE-2012-2900,"",138208,true
CVE-2012-2900,"","",-1
CVE-2012-2900,"","",-1
CVE-2012-2900,"","",-1
CVE-2012-2900,"","",-1
CVE-2012-2900,"","",-1
CVE-2012-2900,"","",-1
CVE-2012-2900,"","",-1
CVE-2012-5108,10837206 10938006 10946040 10957004 10958004 10964043 10962036,147499,true
CVE-2012-5109,10957050,148692,true
CVE-2012-5110,10961036 10986017,151449,true
CVE-2012-5111,10956065 10977003 10984003,151895,true
CVE-2012-5112,9918006 11087040 11087041 11092041 11094041 11090041,154987 154983,true
CVE-2012-5112,"","",-1
CVE-2012-5116,"",143761,true
CVE-2012-5117,9820003,145915,true
CVE-2012-5117,"","",-1
CVE-2012-5119,"",149759,true
CVE-2012-5119,"","",-1
CVE-2012-5121,"",154055,true
CVE-2012-5122,11103024 11344019,154465,true
CVE-2012-5123,12447 12501,156826 154590,true
CVE-2012-5124,11090060 11098083 11085090,155323,true
CVE-2012-5125,11191036 11346014,156051,true
CVE-2012-5126,11190051 11345012,156366,true
CVE-2012-5127,11229048 11315022,157079,true
CVE-2012-5127,"","",-1
CVE-2012-5130,12860 13052,148638,true
CVE-2012-5130,"","",-1
CVE-2012-5132,11191003 11362212,155711,true
CVE-2012-5133,10081022,156567,true
CVE-2012-5134,11343029 11410039 11365207,158249,true
CVE-2012-5135,11367076 11358201 11360204,159165,true
CVE-2012-5136,"",159829,true
CVE-2012-5137,"",162835,true
CVE-2012-5138,3431032 11414046 11316208 11416218,161564,true
CVE-2012-5139,"",158204,true
CVE-2012-5140,11359222 11411296 11411297 14695002,159429,true
CVE-2012-5141,11365276 11414269 11411294,160456,true
CVE-2012-5142,11377169 11428119 11308297,160803,true
CVE-2012-5143,11410081 11414272 11416296,160926,true
CVE-2012-5144,11414076,161639,true
CVE-2012-5145,"",162494,true
CVE-2012-5146,"",165622,true
CVE-2012-5147,"",165864,true
CVE-2012-5148,11618046 11742008 11748005 11782005 12095045,167122,true
CVE-2012-5149,11647012 11740008 11748006,166795,true
CVE-2012-5150,385058 384118,165601,true
CVE-2012-5151,1952 1953,165538,true
CVE-2012-5152,11573023 11617007,165430,true
CVE-2012-5153,11438042,164565,true
CVE-2012-5153,"","",-1
CVE-2012-5153,"","",-1
CVE-2012-5156,1907 2410,162778,true
CVE-2012-5157,1908 2409 1920,162776 162156,true
CVE-2012-5376,9918006 11087040 11087041 11092041 11094041 11090041,154987 154983,true
CVE-2012-5851,"","",-1
CVE-2012-2764,10497010,130276,true
CVE-2012-2807,10458051 10572025,129930,true
CVE-2012-2816,9838083 9924010 9958034 10094003 9716027,119250 119150,true
CVE-2012-2827,10543033 10541120,129826,true
CVE-2012-2846,9212033 10389214 10417019 10447135 10454110 10488002 10546130,125225,true
CVE-2012-2847,10381122,127522,true
CVE-2012-2848,10397002 10476003 10517009,127525,true
CVE-2012-2849,9187024 9107012,128163,true
CVE-2012-2850,"",132860 131690 131621 131252 131237 131068 130611 130592 130251,true
CVE-2012-2851,"",132861 132694 132585,true
CVE-2012-2852,"",134028,true
CVE-2012-2853,10636056 172120 10696073 10693073 10702079 10825102,134101,true
CVE-2012-2854,6611030 10701029 10703127 10700195 10808114,134519,true
CVE-2012-2855,"",134888,true
CVE-2012-2856,"",135264 134954,true
CVE-2012-2857,9454034,136235,true
CVE-2012-2858,10690171 10819006,136894,true
CVE-2012-2859,10797003 10809087,137541,true
CVE-2012-2860,9416107,137671,true
CVE-2012-2864,"","",true
CVE-2012-2896,10916165 10928241,145544,true
CVE-2012-2897,10913058 10925002 10909075,146254,true
CVE-2012-4903,"",138210,true
CVE-2012-4904,"",138035,true
CVE-2012-4905,"",144813,true
CVE-2012-4906,"",144820,true
CVE-2012-4907,"",137532,true
CVE-2012-4908,"",144866,true
CVE-2012-4909,"",141889,true
CVE-2012-4929,10837057 10823111 10825183 10874087 10880081 10901005 10887026 10891029 11194068 12263029,139744,true
CVE-2012-5115,10989011 11192062,149904,true
CVE-2012-5118,11053012 11053019 11060009,149717,true
CVE-2012-5120,53097 55040,150729,true
CVE-2012-5128,56032,157124,true
CVE-2012-5129,"",145525,true
CVE-2012-5131,"",152746,true
CVE-2012-5154,11450016,164490,true
CVE-2012-5155,"",163208,true
CVE-2013-0828,1707 2408,162153,true
CVE-2013-0829,11308194 11280231 11308360 11414315,162114,true
CVE-2013-0829,"","",-1
CVE-2013-0831,11308204 11414274,161836,true
CVE-2013-0832,11280024 11416086,160380,true
CVE-2013-0833,11443020 11572033,154485,true
CVE-2013-0834,"",154283,true
CVE-2013-0835,11023012 11072012 11087030,152921,true
CVE-2013-0836,53092 53065,150545,true
CVE-2013-0837,10891012 10966023,145363,true
CVE-2013-0837,"","",-1
CVE-2013-0839,"",151008,true
CVE-2013-0840,"",170532,true
CVE-2013-0841,11875013 11885026 11880032,169770,true
CVE-2013-0842,"",166867,true
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0842,"","",-1
CVE-2013-0902,"",176882,true
CVE-2013-0903,"",176252,true
CVE-2013-0904,"",172926 172331,true
CVE-2013-0905,"",168982,true
CVE-2013-0906,"",174895,true
CVE-2013-0907,"",174150,true
CVE-2013-0908,"",174059,true
CVE-2013-0909,"",173906,true
CVE-2013-0910,"",172573,true
CVE-2013-0911,"",172264,true
CVE-2013-0912,"",180763,true
CVE-2013-0916,"",172342,true
CVE-2013-0917,"",180909,true
CVE-2013-0918,"",180555,true
CVE-2013-0918,"","",-1
CVE-2013-0920,"",177410,true
CVE-2013-0921,"",174943,true
CVE-2013-0922,"",174129,true
CVE-2013-0923,"",169981 169972 169765,true
CVE-2013-0924,"",169632,true
CVE-2013-0925,"",168442,true
CVE-2013-0926,"",112325,true
CVE-2013-0926,"","",-1
CVE-2013-0926,"","",-1
CVE-2013-0926,"","",-1
CVE-2013-2566,"","",-1
CVE-2013-2632,76001,194749,true
CVE-2013-0830,11416115 11412282,162066,true
CVE-2013-0838,10854242,143859,true
CVE-2013-0843,11773017 11856006 11860003,166523,true
CVE-2013-0879,"",172243,true
CVE-2013-0880,"",171951,true
CVE-2013-0881,"",167069,true
CVE-2013-0882,"",165432,true
CVE-2013-0883,"",142169,true
CVE-2013-0884,"",172984,true
CVE-2013-0885,"",172369,true
CVE-2013-0886,"",171569,true
CVE-2013-0887,"",171065 170836,true
CVE-2013-0888,"",170666,true
CVE-2013-0889,"",170569,true
CVE-2013-0890,11875030 11982003,169973 169966,true
CVE-2013-0891,12047012 12093024 12251006,169685,true
CVE-2013-0892,11607005 11821061 11548038 11474040 11472038,169295 168710 166493 165836 165747 164958 164946,true
CVE-2013-0893,"",168570,true
CVE-2013-0894,"",168473,true
CVE-2013-0895,11642041 11773018 11877016 12197017,167840,true
CVE-2013-0896,11571083 12207144,166708,true
CVE-2013-0897,1949,165537,true
CVE-2013-0898,"",164643,true
CVE-2013-0899,11575026 11617015,160480,true
CVE-2013-0900,11358202 11607014,152442,true
CVE-2013-0913,"","",-1
CVE-2013-0915,"",181083,true
CVE-2013-0919,"",178760,true
CVE-2013-0927,"",189250,true
CVE-2013-2493,12395021 12483004,178415,true
CVE-2013-2832,"",227197,true
CVE-2013-2833,"",227181,true
CVE-2013-2834,"",227158,true
CVE-2013-2835,"",196456,true
