CVE,Bounty,Rietveld Ids,Google Code Issue Ids,CVSS Scores
CVE-2008-6994,"$1,337.00",10854242,1414,10,AV:N/AC:L/Au:N/C:C/I:C/A:C,N,L,N,C,C,C
CVE-2009-0411,,11264 18533,,,,,,
